,date,time_of_ride,location,lyft_surge,uber_surge,avg_temp,avg_rain,avg_wind
0,2018-11-26,10AM - 3PM,Back Bay,1.04,1.0,41.182,0.008,2.72
1,2018-11-26,10AM - 3PM,Beacon Hill,1.02,1.0,41.151,0.004,2.746
2,2018-11-26,10AM - 3PM,Boston University,1.02,1.0,41.036,0.01,2.675
3,2018-11-26,10AM - 3PM,Fenway,1.02,1.0,41.053,0.016,2.654
4,2018-11-26,10AM - 3PM,Financial District,1.01,1.0,41.126,0.004,2.758
5,2018-11-26,10AM - 3PM,Haymarket Square,1.05,1.0,41.226,0.004,2.778
6,2018-11-26,10AM - 3PM,North End,1.04,1.0,41.262,0.004,2.788
7,2018-11-26,10AM - 3PM,North Station,1.03,1.0,41.188,0.004,2.778
8,2018-11-26,10AM - 3PM,Northeastern University,1.04,1.0,41.135,0.009,2.661
9,2018-11-26,10AM - 3PM,South Station,1.03,1.0,41.134,0.004,2.746
10,2018-11-26,10AM - 3PM,Theatre District,1.02,1.0,41.195,0.004,2.732
11,2018-11-26,10AM - 3PM,West End,1.03,1.0,41.139,0.004,2.765
12,2018-11-26,10PM - 6AM,Back Bay,1.01,1.0,41.957,0.038,4.663
13,2018-11-26,10PM - 6AM,Beacon Hill,1.03,1.0,41.946,0.039,4.665
14,2018-11-26,10PM - 6AM,Boston University,1.03,1.0,41.917,0.04,4.548
15,2018-11-26,10PM - 6AM,Fenway,1.03,1.0,41.777,0.038,4.606
16,2018-11-26,10PM - 6AM,Financial District,1.05,1.0,42.173,0.036,4.749
17,2018-11-26,10PM - 6AM,Haymarket Square,1.01,1.0,41.955,0.04,4.69
18,2018-11-26,10PM - 6AM,North End,1.04,1.0,42.003,0.04,4.712
19,2018-11-26,10PM - 6AM,North Station,1.02,1.0,41.918,0.041,4.659
20,2018-11-26,10PM - 6AM,Northeastern University,1.03,1.0,41.785,0.035,4.672
21,2018-11-26,10PM - 6AM,South Station,1.02,1.0,42.14,0.034,4.778
22,2018-11-26,10PM - 6AM,Theatre District,1.03,1.0,41.835,0.035,4.735
23,2018-11-26,10PM - 6AM,West End,1.02,1.0,41.855,0.04,4.657
24,2018-11-26,3PM - 7PM,Back Bay,1.01,1.0,44.846,,5.182
25,2018-11-26,3PM - 7PM,Beacon Hill,1.02,1.0,44.754,,5.196
26,2018-11-26,3PM - 7PM,Boston University,1.04,1.0,44.762,,5.129
27,2018-11-26,3PM - 7PM,Fenway,1.04,1.0,44.926,,5.151
28,2018-11-26,3PM - 7PM,Financial District,1.03,1.0,44.976,,5.234
29,2018-11-26,3PM - 7PM,Haymarket Square,1.05,1.0,44.829,,5.22
30,2018-11-26,3PM - 7PM,North End,1.02,1.0,44.845,,5.23
31,2018-11-26,3PM - 7PM,North Station,1.04,1.0,44.855,,5.208
32,2018-11-26,3PM - 7PM,Northeastern University,1.01,1.0,44.984,,5.177
33,2018-11-26,3PM - 7PM,South Station,1.03,1.0,45.024,,5.239
34,2018-11-26,3PM - 7PM,Theatre District,1.02,1.0,44.925,,5.219
35,2018-11-26,3PM - 7PM,West End,1.01,1.0,44.835,,5.202
36,2018-11-26,6AM - 10AM,Back Bay,1.04,1.0,40.787,,1.41
37,2018-11-26,6AM - 10AM,Beacon Hill,1.03,1.0,40.785,,1.446
38,2018-11-26,6AM - 10AM,Boston University,1.06,1.0,40.695,,1.386
39,2018-11-26,6AM - 10AM,Fenway,1.02,1.0,40.613,,1.384
40,2018-11-26,6AM - 10AM,Financial District,1.01,1.0,41.71,,1.456
41,2018-11-26,6AM - 10AM,Haymarket Square,1.03,1.0,40.813,,1.445
42,2018-11-26,6AM - 10AM,North End,1.01,1.0,40.856,,1.47
43,2018-11-26,6AM - 10AM,North Station,1.02,1.0,40.773,,1.462
44,2018-11-26,6AM - 10AM,Northeastern University,1.01,1.0,40.672,,1.413
45,2018-11-26,6AM - 10AM,South Station,1.05,1.0,41.825,,1.454
46,2018-11-26,6AM - 10AM,Theatre District,1.07,1.0,40.737,,1.446
47,2018-11-26,6AM - 10AM,West End,1.04,1.0,40.719,,1.437
48,2018-11-26,7PM - 10PM,Back Bay,1.02,1.0,45.302,0.004,8.795
49,2018-11-26,7PM - 10PM,Beacon Hill,1.03,1.0,45.275,0.003,8.805
50,2018-11-26,7PM - 10PM,Boston University,1.04,1.0,45.317,0.005,8.738
51,2018-11-26,7PM - 10PM,Fenway,1.02,1.0,45.083,0.003,8.765
52,2018-11-26,7PM - 10PM,Financial District,1.04,1.0,45.878,0.0,8.845
53,2018-11-26,7PM - 10PM,Haymarket Square,1.03,1.0,45.238,,8.828
54,2018-11-26,7PM - 10PM,North End,1.03,1.0,45.282,0.003,8.835
55,2018-11-26,7PM - 10PM,North Station,1.06,1.0,45.165,0.0,8.81
56,2018-11-26,7PM - 10PM,Northeastern University,1.02,1.0,45.072,0.004,8.792
57,2018-11-26,7PM - 10PM,South Station,1.03,1.0,45.83,0.003,8.852
58,2018-11-26,7PM - 10PM,Theatre District,1.03,1.0,45.08,0.003,8.832
59,2018-11-26,7PM - 10PM,West End,1.01,1.0,45.113,0.003,8.807
60,2018-11-27,10AM - 3PM,Back Bay,1.03,1.0,44.703,0.015,5.698
61,2018-11-27,10AM - 3PM,Beacon Hill,1.04,1.0,44.713,0.018,5.758
62,2018-11-27,10AM - 3PM,Boston University,1.03,1.0,44.564,0.012,5.567
63,2018-11-27,10AM - 3PM,Fenway,1.03,1.0,44.545,0.016,5.383
64,2018-11-27,10AM - 3PM,Financial District,1.03,1.0,45.372,0.019,5.845
65,2018-11-27,10AM - 3PM,Haymarket Square,1.04,1.0,44.802,0.02,5.83
66,2018-11-27,10AM - 3PM,North End,1.02,1.0,44.632,0.021,5.662
67,2018-11-27,10AM - 3PM,North Station,1.04,1.0,44.757,0.022,5.805
68,2018-11-27,10AM - 3PM,Northeastern University,1.03,1.0,44.381,0.013,5.308
69,2018-11-27,10AM - 3PM,South Station,1.03,1.0,45.049,0.017,5.408
70,2018-11-27,10AM - 3PM,Theatre District,1.03,1.0,44.704,0.016,5.79
71,2018-11-27,10AM - 3PM,West End,1.03,1.0,44.696,0.02,5.781
72,2018-11-27,10PM - 6AM,Back Bay,1.04,1.0,43.447,0.151,11.488
73,2018-11-27,10PM - 6AM,Beacon Hill,1.03,1.0,43.406,0.156,11.461
74,2018-11-27,10PM - 6AM,Boston University,1.04,1.0,43.456,0.143,11.297
75,2018-11-27,10PM - 6AM,Fenway,1.03,1.0,43.299,0.136,11.259
76,2018-11-27,10PM - 6AM,Financial District,1.03,1.0,44.055,0.166,11.703
77,2018-11-27,10PM - 6AM,Haymarket Square,1.03,1.0,43.436,0.165,11.641
78,2018-11-27,10PM - 6AM,North End,1.03,1.0,43.424,0.164,11.466
79,2018-11-27,10PM - 6AM,North Station,1.02,1.0,43.431,0.163,11.707
80,2018-11-27,10PM - 6AM,Northeastern University,1.04,1.0,43.336,0.139,11.444
81,2018-11-27,10PM - 6AM,South Station,1.03,1.0,43.976,0.161,11.621
82,2018-11-27,10PM - 6AM,Theatre District,1.03,1.0,43.297,0.164,11.382
83,2018-11-27,10PM - 6AM,West End,1.03,1.0,43.408,0.164,11.754
84,2018-11-27,3PM - 7PM,Back Bay,1.02,1.0,41.279,,10.628
85,2018-11-27,3PM - 7PM,Beacon Hill,1.04,1.0,41.134,,11.246
86,2018-11-27,3PM - 7PM,Boston University,1.02,1.0,41.254,0.003,10.968
87,2018-11-27,3PM - 7PM,Fenway,1.02,1.0,41.375,0.003,11.0
88,2018-11-27,3PM - 7PM,Financial District,1.02,1.0,41.362,,11.365
89,2018-11-27,3PM - 7PM,Haymarket Square,1.05,1.0,41.206,,10.781
90,2018-11-27,3PM - 7PM,North End,1.01,1.0,41.177,,11.379
91,2018-11-27,3PM - 7PM,North Station,1.02,1.0,41.215,,10.998
92,2018-11-27,3PM - 7PM,Northeastern University,1.04,1.0,41.425,0.002,10.848
93,2018-11-27,3PM - 7PM,South Station,1.02,1.0,41.354,,10.794
94,2018-11-27,3PM - 7PM,Theatre District,1.04,1.0,41.242,,11.161
95,2018-11-27,3PM - 7PM,West End,1.02,1.0,41.188,,10.728
96,2018-11-27,6AM - 10AM,Back Bay,1.03,1.0,44.078,0.014,10.879
97,2018-11-27,6AM - 10AM,Beacon Hill,1.02,1.0,44.05,0.014,10.986
98,2018-11-27,6AM - 10AM,Boston University,1.04,1.0,44.076,0.015,10.76
99,2018-11-27,6AM - 10AM,Fenway,1.03,1.0,43.969,0.014,10.736
100,2018-11-27,6AM - 10AM,Financial District,1.05,1.0,44.095,0.013,9.901
101,2018-11-27,6AM - 10AM,Haymarket Square,1.03,1.0,44.04,0.014,11.084
102,2018-11-27,6AM - 10AM,North End,1.04,1.0,44.066,0.014,11.115
103,2018-11-27,6AM - 10AM,North Station,1.02,1.0,44.0,0.014,11.075
104,2018-11-27,6AM - 10AM,Northeastern University,1.03,1.0,43.84,0.013,10.451
105,2018-11-27,6AM - 10AM,South Station,1.04,1.0,44.198,0.012,10.256
106,2018-11-27,6AM - 10AM,Theatre District,1.02,1.0,43.978,0.013,10.974
107,2018-11-27,6AM - 10AM,West End,1.05,1.0,43.788,0.014,10.308
108,2018-11-27,7PM - 10PM,Back Bay,1.04,1.0,42.578,,9.042
109,2018-11-27,7PM - 10PM,Beacon Hill,1.04,1.0,42.558,,9.062
110,2018-11-27,7PM - 10PM,Boston University,1.04,1.0,42.582,0.002,8.967
111,2018-11-27,7PM - 10PM,Fenway,1.03,1.0,42.403,0.003,8.992
112,2018-11-27,7PM - 10PM,Financial District,1.03,1.0,42.843,,9.113
113,2018-11-27,7PM - 10PM,Haymarket Square,1.04,1.0,42.555,,9.092
114,2018-11-27,7PM - 10PM,North End,1.04,1.0,42.595,,9.107
115,2018-11-27,7PM - 10PM,North Station,1.05,1.0,42.31,,9.503
116,2018-11-27,7PM - 10PM,Northeastern University,1.05,1.0,42.41,0.003,9.028
117,2018-11-27,7PM - 10PM,South Station,1.04,1.0,42.81,0.002,9.117
118,2018-11-27,7PM - 10PM,Theatre District,1.02,1.0,42.44,,9.088
119,2018-11-27,7PM - 10PM,West End,1.03,1.0,42.257,,9.5
120,2018-11-28,10AM - 3PM,Back Bay,1.03,1.0,35.093,,7.161
121,2018-11-28,10AM - 3PM,Beacon Hill,1.03,1.0,35.087,,7.131
122,2018-11-28,10AM - 3PM,Boston University,1.02,1.0,35.124,,7.037
123,2018-11-28,10AM - 3PM,Fenway,1.04,1.0,35.051,,7.058
124,2018-11-28,10AM - 3PM,Financial District,1.05,1.0,35.453,,7.163
125,2018-11-28,10AM - 3PM,Haymarket Square,1.03,1.0,35.076,,7.148
126,2018-11-28,10AM - 3PM,North End,1.05,1.0,35.101,,7.156
127,2018-11-28,10AM - 3PM,North Station,1.02,1.0,35.095,,7.143
128,2018-11-28,10AM - 3PM,Northeastern University,1.03,1.0,35.043,,7.103
129,2018-11-28,10AM - 3PM,South Station,1.03,1.0,35.463,,7.167
130,2018-11-28,10AM - 3PM,Theatre District,1.02,1.0,35.005,,7.17
131,2018-11-28,10AM - 3PM,West End,1.04,1.0,35.046,,7.137
132,2018-11-28,10PM - 6AM,Back Bay,1.04,1.0,39.648,,9.831
133,2018-11-28,10PM - 6AM,Beacon Hill,1.03,1.0,39.608,,9.855
134,2018-11-28,10PM - 6AM,Boston University,1.04,1.0,39.636,,9.705
135,2018-11-28,10PM - 6AM,Fenway,1.06,1.0,39.496,,9.755
136,2018-11-28,10PM - 6AM,Financial District,1.05,1.0,40.146,,9.942
137,2018-11-28,10PM - 6AM,Haymarket Square,1.02,1.0,39.618,,10.06
138,2018-11-28,10PM - 6AM,North End,1.03,1.0,39.661,,9.915
139,2018-11-28,10PM - 6AM,North Station,1.03,1.0,39.585,,9.867
140,2018-11-28,10PM - 6AM,Northeastern University,1.04,1.0,39.53,,9.818
141,2018-11-28,10PM - 6AM,South Station,1.03,1.0,40.134,,9.954
142,2018-11-28,10PM - 6AM,Theatre District,1.02,1.0,39.557,,9.909
143,2018-11-28,10PM - 6AM,West End,1.03,1.0,39.535,,9.861
144,2018-11-28,3PM - 7PM,Back Bay,1.03,1.0,40.858,0.002,9.618
145,2018-11-28,3PM - 7PM,Beacon Hill,1.04,1.0,40.781,0.002,9.612
146,2018-11-28,3PM - 7PM,Boston University,1.04,1.0,40.788,0.002,9.626
147,2018-11-28,3PM - 7PM,Fenway,1.03,1.0,40.937,0.002,9.619
148,2018-11-28,3PM - 7PM,Financial District,1.02,1.0,40.916,0.002,9.604
149,2018-11-28,3PM - 7PM,Haymarket Square,1.05,1.0,40.882,0.002,9.603
150,2018-11-28,3PM - 7PM,North End,1.03,1.0,40.895,0.002,9.598
151,2018-11-28,3PM - 7PM,North Station,1.04,1.0,40.913,0.002,9.604
152,2018-11-28,3PM - 7PM,Northeastern University,1.03,1.0,40.97,0.002,9.617
153,2018-11-28,3PM - 7PM,South Station,1.04,1.0,40.948,0.003,9.604
154,2018-11-28,3PM - 7PM,Theatre District,1.03,1.0,40.932,0.001,9.609
155,2018-11-28,3PM - 7PM,West End,1.02,1.0,40.882,0.002,9.608
156,2018-11-28,6AM - 10AM,Back Bay,1.03,1.0,34.499,,6.102
157,2018-11-28,6AM - 10AM,Beacon Hill,1.05,1.0,34.478,,6.068
158,2018-11-28,6AM - 10AM,Boston University,1.03,1.0,34.502,,6.0
159,2018-11-28,6AM - 10AM,Fenway,1.05,1.0,34.358,,6.038
160,2018-11-28,6AM - 10AM,Financial District,1.02,1.0,35.104,,6.138
161,2018-11-28,6AM - 10AM,Haymarket Square,1.02,1.0,34.47,,6.103
162,2018-11-28,6AM - 10AM,North End,1.07,1.0,34.494,,6.122
163,2018-11-28,6AM - 10AM,North Station,1.03,1.0,34.446,,6.081
164,2018-11-28,6AM - 10AM,Northeastern University,1.01,1.0,34.344,,6.03
165,2018-11-28,6AM - 10AM,South Station,1.03,1.0,35.08,,6.144
166,2018-11-28,6AM - 10AM,Theatre District,1.01,1.0,34.366,,6.109
167,2018-11-28,6AM - 10AM,West End,1.03,1.0,34.4,,6.074
168,2018-11-28,7PM - 10PM,Back Bay,1.02,1.0,40.895,,9.469
169,2018-11-28,7PM - 10PM,Beacon Hill,1.02,1.0,40.88,,9.489
170,2018-11-28,7PM - 10PM,Boston University,1.01,1.0,40.937,,9.361
171,2018-11-28,7PM - 10PM,Fenway,1.05,1.0,40.725,,9.414
172,2018-11-28,7PM - 10PM,Financial District,1.03,1.0,41.323,,9.567
173,2018-11-28,7PM - 10PM,Haymarket Square,1.02,1.0,40.853,,9.51
174,2018-11-28,7PM - 10PM,North End,1.05,1.0,40.865,,9.539
175,2018-11-28,7PM - 10PM,North Station,1.01,1.0,40.795,,9.489
176,2018-11-28,7PM - 10PM,Northeastern University,1.05,1.0,40.676,,9.466
177,2018-11-28,7PM - 10PM,South Station,1.03,1.0,41.272,,9.573
178,2018-11-28,7PM - 10PM,Theatre District,1.04,1.0,40.662,,9.534
179,2018-11-28,7PM - 10PM,West End,1.02,1.0,40.714,,9.49
180,2018-11-29,10AM - 3PM,Back Bay,1.04,1.0,39.158,0.003,9.72
181,2018-11-29,10AM - 3PM,Beacon Hill,1.02,1.0,39.094,0.003,9.754
182,2018-11-29,10AM - 3PM,Boston University,1.06,1.0,39.11,0.003,9.598
183,2018-11-29,10AM - 3PM,Fenway,1.02,1.0,39.204,0.003,9.636
184,2018-11-29,10AM - 3PM,Financial District,1.04,1.0,39.332,0.003,9.838
185,2018-11-29,10AM - 3PM,Haymarket Square,1.05,1.0,39.188,0.003,9.806
186,2018-11-29,10AM - 3PM,North End,1.03,1.0,39.21,0.003,9.824
187,2018-11-29,10AM - 3PM,North Station,1.04,1.0,39.208,0.003,9.778
188,2018-11-29,10AM - 3PM,Northeastern University,1.02,1.0,39.232,0.003,9.698
189,2018-11-29,10AM - 3PM,South Station,1.02,1.0,39.35,,9.844
190,2018-11-29,10AM - 3PM,Theatre District,1.02,1.0,39.202,0.003,9.802
191,2018-11-29,10AM - 3PM,West End,1.03,1.0,39.174,0.003,9.768
192,2018-11-29,10PM - 6AM,Back Bay,1.03,1.0,38.305,0.002,10.108
193,2018-11-29,10PM - 6AM,Beacon Hill,1.03,1.0,38.274,0.002,10.155
194,2018-11-29,10PM - 6AM,Boston University,1.04,1.0,38.322,,9.986
195,2018-11-29,10PM - 6AM,Fenway,1.04,1.0,38.115,,10.043
196,2018-11-29,10PM - 6AM,Financial District,1.03,1.0,38.234,0.002,10.23
197,2018-11-29,10PM - 6AM,Haymarket Square,1.02,1.0,38.248,0.002,10.196
198,2018-11-29,10PM - 6AM,North End,1.04,1.0,38.281,0.002,10.224
199,2018-11-29,10PM - 6AM,North Station,1.04,1.0,38.196,0.002,10.181
200,2018-11-29,10PM - 6AM,Northeastern University,1.03,1.0,38.065,,10.095
201,2018-11-29,10PM - 6AM,South Station,1.03,1.0,38.169,0.002,10.243
202,2018-11-29,10PM - 6AM,Theatre District,1.03,1.0,38.08,0.002,10.202
203,2018-11-29,10PM - 6AM,West End,1.03,1.0,38.144,0.002,10.154
204,2018-11-29,3PM - 7PM,Back Bay,1.07,1.0,43.758,,11.262
205,2018-11-29,3PM - 7PM,Beacon Hill,1.02,1.0,43.672,,11.34
206,2018-11-29,3PM - 7PM,Boston University,1.04,1.0,43.708,,11.155
207,2018-11-29,3PM - 7PM,Fenway,1.01,1.0,43.818,,11.15
208,2018-11-29,3PM - 7PM,Financial District,1.01,1.0,43.785,,11.398
209,2018-11-29,3PM - 7PM,Haymarket Square,1.02,1.0,43.74,,11.413
210,2018-11-29,3PM - 7PM,North End,1.02,1.0,43.755,,11.435
211,2018-11-29,3PM - 7PM,North Station,1.02,1.0,43.762,,11.4
212,2018-11-29,3PM - 7PM,Northeastern University,1.05,1.0,43.852,,11.188
213,2018-11-29,3PM - 7PM,South Station,1.03,1.0,43.82,,11.38
214,2018-11-29,3PM - 7PM,Theatre District,1.04,1.0,43.787,,11.34
215,2018-11-29,3PM - 7PM,West End,1.05,1.0,43.73,,11.372
216,2018-11-29,6AM - 10AM,Back Bay,1.03,1.0,37.744,,10.076
217,2018-11-29,6AM - 10AM,Beacon Hill,1.03,1.0,37.73,,10.089
218,2018-11-29,6AM - 10AM,Boston University,1.02,1.0,37.747,,9.997
219,2018-11-29,6AM - 10AM,Fenway,1.03,1.0,37.578,,10.027
220,2018-11-29,6AM - 10AM,Financial District,1.03,1.0,38.053,,10.152
221,2018-11-29,6AM - 10AM,Haymarket Square,1.04,1.0,37.701,,10.115
222,2018-11-29,6AM - 10AM,North End,1.02,1.0,37.731,,10.128
223,2018-11-29,6AM - 10AM,North Station,1.04,1.0,37.656,,10.093
224,2018-11-29,6AM - 10AM,Northeastern University,1.03,1.0,37.56,,10.071
225,2018-11-29,6AM - 10AM,South Station,1.03,1.0,38.045,,10.16
226,2018-11-29,6AM - 10AM,Theatre District,1.05,1.0,37.571,,10.13
227,2018-11-29,6AM - 10AM,West End,1.02,1.0,37.609,,10.089
228,2018-11-29,7PM - 10PM,Back Bay,1.03,1.0,41.362,,9.962
229,2018-11-29,7PM - 10PM,Beacon Hill,1.02,1.0,41.33,,10.038
230,2018-11-29,7PM - 10PM,Boston University,1.04,1.0,41.315,,9.828
231,2018-11-29,7PM - 10PM,Fenway,1.04,1.0,41.225,,9.842
232,2018-11-29,7PM - 10PM,Financial District,1.02,1.0,41.787,,10.118
233,2018-11-29,7PM - 10PM,Haymarket Square,1.04,1.0,41.3,,10.113
234,2018-11-29,7PM - 10PM,North End,1.02,1.0,41.332,,10.143
235,2018-11-29,7PM - 10PM,North Station,1.01,1.0,41.255,,10.093
236,2018-11-29,7PM - 10PM,Northeastern University,1.02,1.0,41.177,,9.898
237,2018-11-29,7PM - 10PM,South Station,1.04,1.0,41.758,,10.108
238,2018-11-29,7PM - 10PM,Theatre District,1.02,1.0,41.173,,10.057
239,2018-11-29,7PM - 10PM,West End,1.03,1.0,41.202,,10.068
240,2018-11-30,10AM - 3PM,Back Bay,1.02,1.0,32.21,,2.816
241,2018-11-30,10AM - 3PM,Beacon Hill,1.03,1.0,32.13,,2.816
242,2018-11-30,10AM - 3PM,Boston University,1.06,1.0,32.106,,2.754
243,2018-11-30,10AM - 3PM,Fenway,1.03,1.0,32.21,,2.786
244,2018-11-30,10AM - 3PM,Financial District,1.03,1.0,32.354,,2.862
245,2018-11-30,10AM - 3PM,Haymarket Square,1.04,1.0,32.222,,2.836
246,2018-11-30,10AM - 3PM,North End,1.04,1.0,32.24,,2.842
247,2018-11-30,10AM - 3PM,North Station,1.04,1.0,32.232,,2.816
248,2018-11-30,10AM - 3PM,Northeastern University,1.05,1.0,32.26,,2.816
249,2018-11-30,10AM - 3PM,South Station,1.02,1.0,32.366,,2.872
250,2018-11-30,10AM - 3PM,Theatre District,1.04,1.0,32.23,,2.85
251,2018-11-30,10AM - 3PM,West End,1.04,1.0,32.194,,2.816
252,2018-11-30,10PM - 6AM,Back Bay,1.04,1.0,36.741,,5.7
253,2018-11-30,10PM - 6AM,Beacon Hill,1.03,1.0,36.721,,5.709
254,2018-11-30,10PM - 6AM,Boston University,1.03,1.0,36.709,,5.652
255,2018-11-30,10PM - 6AM,Fenway,1.03,1.0,36.598,,5.635
256,2018-11-30,10PM - 6AM,Financial District,1.03,1.0,36.585,,5.71
257,2018-11-30,10PM - 6AM,Haymarket Square,1.02,1.0,36.728,,5.729
258,2018-11-30,10PM - 6AM,North End,1.03,1.0,36.765,,5.699
259,2018-11-30,10PM - 6AM,North Station,1.03,1.0,36.685,,5.682
260,2018-11-30,10PM - 6AM,Northeastern University,1.02,1.0,36.614,,5.663
261,2018-11-30,10PM - 6AM,South Station,1.03,1.0,36.568,,5.744
262,2018-11-30,10PM - 6AM,Theatre District,1.02,1.0,36.636,,5.73
263,2018-11-30,10PM - 6AM,West End,1.04,1.0,36.636,,5.712
264,2018-11-30,3PM - 7PM,Back Bay,1.02,1.0,40.882,,2.438
265,2018-11-30,3PM - 7PM,Beacon Hill,1.02,1.0,40.805,,2.465
266,2018-11-30,3PM - 7PM,Boston University,1.03,1.0,40.842,,2.42
267,2018-11-30,3PM - 7PM,Fenway,1.03,1.0,40.933,,2.412
268,2018-11-30,3PM - 7PM,Financial District,1.03,1.0,40.492,,2.475
269,2018-11-30,3PM - 7PM,Haymarket Square,1.04,1.0,40.885,,2.492
270,2018-11-30,3PM - 7PM,North End,1.03,1.0,40.9,,2.5
271,2018-11-30,3PM - 7PM,North Station,1.03,1.0,40.912,,2.49
272,2018-11-30,3PM - 7PM,Northeastern University,1.05,1.0,40.945,,2.42
273,2018-11-30,3PM - 7PM,South Station,1.04,1.0,40.515,,2.468
274,2018-11-30,3PM - 7PM,Theatre District,1.03,1.0,40.9,,2.458
275,2018-11-30,3PM - 7PM,West End,1.03,1.0,40.875,,2.48
276,2018-11-30,6AM - 10AM,Back Bay,1.02,1.0,30.714,,2.932
277,2018-11-30,6AM - 10AM,Beacon Hill,1.03,1.0,30.696,,2.96
278,2018-11-30,6AM - 10AM,Boston University,1.03,1.0,30.668,,2.854
279,2018-11-30,6AM - 10AM,Fenway,1.03,1.0,30.546,,2.876
280,2018-11-30,6AM - 10AM,Financial District,1.01,1.0,30.686,,3.012
281,2018-11-30,6AM - 10AM,Haymarket Square,1.03,1.0,30.698,,2.992
282,2018-11-30,6AM - 10AM,North End,1.03,1.0,30.726,,3.002
283,2018-11-30,6AM - 10AM,North Station,1.02,1.0,30.656,,2.974
284,2018-11-30,6AM - 10AM,Northeastern University,1.02,1.0,30.572,,2.918
285,2018-11-30,6AM - 10AM,South Station,1.03,1.0,30.672,,3.016
286,2018-11-30,6AM - 10AM,Theatre District,1.03,1.0,30.608,,2.986
287,2018-11-30,6AM - 10AM,West End,1.02,1.0,30.606,,2.964
288,2018-11-30,7PM - 10PM,Back Bay,1.01,1.0,39.697,,3.477
289,2018-11-30,7PM - 10PM,Beacon Hill,1.03,1.0,39.653,,3.387
290,2018-11-30,7PM - 10PM,Boston University,1.04,1.0,39.68,,3.507
291,2018-11-30,7PM - 10PM,Fenway,1.05,1.0,39.577,,3.56
